安徽江淮汽车股份有限公司,HFC7130AF,同悦,MT5,1299,9.52,6.44,7.55 ,0.30 
安徽江淮汽车股份有限公司,HFC7130AG3,同悦,MT5,1299,9.50,6.40,7.55 ,0.30 
安徽江淮汽车股份有限公司,HFC7130LF,同悦,MT5,1299,9.52,6.44,7.55 ,0.30 
安徽江淮汽车股份有限公司,HFC7130LG3,同悦,MT5,1299,9.50,6.40,7.55 ,0.30 
安徽江淮汽车股份有限公司,HFC7200C1G3,宾悦,MT5,1997,11.87 ,7.96,9.60 ,0.36 
安徽江淮汽车股份有限公司,HFC7200C1T,宾悦,AT4,1997,12.72 ,7.18,9.45 ,0.33 
安徽江淮汽车股份有限公司,HFC7200C1TG3,宾悦,AT4,1997,13.37,7.23,9.82 ,0.36 
安徽江淮汽车股份有限公司,HFC7200C2,宾悦,MT5,1997,12.19,7.37,9.20 ,0.30 
安徽江淮汽车股份有限公司,HFC7200CG3,宾悦,MT5,1997,12.35,7.31,9.60 ,0.36 
安徽江淮汽车股份有限公司,HFC7240C1G3,宾悦,MT5,2350,12.01,8.16,9.70 ,0.35 
安徽江淮汽车股份有限公司,HFC7240CG3   ,宾悦,MT5,2350,12.18,7.31,9.65 ,0.35 
安徽江淮汽车股份有限公司,HFC7240C2,宾悦,MT5,2351,12.40,7.31 ,9.55 ,0.30 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7181 (E200) ,梅赛德斯-奔驰(Merced） ,AT,1796,15.07 ,7.24 ,10.10 ,0.31 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7181A (C200) ,梅赛德斯-奔驰(Merced） ,AT,1796,12.62 ,6.92 ,9.00 ,0.25 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7200J ,克莱斯勒牌 ,AT,1998,13.97 ,7.15 ,9.63 ,0.31 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7200JX ,克莱斯勒牌 ,AT,1998,13.97 ,7.15 ,9.63 ,0.31 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7240J ,克莱斯勒牌 ,AT,2360,13.60 ,7.71 ,9.88 ,0.30 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7251 (E230) ,梅赛德斯-奔驰(Merced） ,AT,2496,15.90 ,8.18 ,11.09 ,0.35 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7251A (C230) ,梅赛德斯-奔驰(Merced） ,AT,2496,14.48 ,7.44 ,10.00 ,0.28 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7270C ,克莱斯勒牌 ,AT,2736,15.56 ,8.09 ,10.80 ,0.30 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7270CX ,克莱斯勒牌 ,AT,2736,15.56 ,8.09 ,10.80 ,0.30 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7270J ,克莱斯勒牌 ,AT,2736,14.56 ,7.52 ,10.10 ,0.29 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7300A (C280) ,梅赛德斯-奔驰(Merced） ,AT,2996,14.70 ,7.97 ,10.40 ,0.27 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7301 (E280) ,梅赛德斯-奔驰(Merced） ,AT,2997,15.35 ,8.24 ,10.86 ,0.30 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7350 (E350) ,梅赛德斯-奔驰(Merced） ,AT,3498,15.97 ,8.34 ,11.14 ,0.27 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7350C ,克莱斯勒牌 ,AT,3518,16.85 ,8.80 ,11.76 ,0.30 
北京奔驰-戴姆勒·克莱斯勒汽车有限公司,BJ7570C ,克莱斯勒牌 ,AT,5654,18.80 ,8.46 ,12.17 ,0.25 
北京现代汽车有限公司,BH7140AW,雅绅特,AT4,1399,9.09,5.93,7.24 ,0.24 
北京现代汽车有限公司,BH7140AX,雅绅特,AT4,1399,10.42,6.17,7.66 ,0.26 
北京现代汽车有限公司,BH7140AY,雅绅特,AT4,1399,10.79,6.00 ,7.50 ,0.25 
北京现代汽车有限公司,BH7140MW,雅绅特,MT5,1399,8.92,5.82,7.11 ,0.22 
北京现代汽车有限公司,BH7140MX,雅绅特,MT5,1399,9.402,5.67,7.05 ,0.22 
北京现代汽车有限公司,BH7140MY,雅绅特,MT5,1399,9.34,5.61,6.80 ,0.20 
北京现代汽车有限公司,BH7161AW,雅绅特,AT4,1599,10.99,6.59,8.37 ,0.28 
北京现代汽车有限公司,BH7161AX,雅绅特,AT4,1599,10.09,6.32,7.71 ,0.24 
北京现代汽车有限公司,BH7161AY,雅绅特,AT4,1599,11.20,6.09,7.80 ,0.24 
北京现代汽车有限公司,BH7162AW,伊兰特,AT4,1599,10.72,6.28,8.02 ,0.26 
北京现代汽车有限公司,BH7162AX,伊兰特,AT4,1599,10.87,6.39,8.18 ,0.27 
北京现代汽车有限公司,BH7162AY,伊兰特,AT4,1599,10.60 ,6.50 ,7.60 ,0.23 
北京现代汽车有限公司,BH7162MW,伊兰特,MT5,1599,9.58,5.90,7.40 ,0.22 
北京现代汽车有限公司,BH7162MX,伊兰特,MT5,1599,9.64,5.95,7.45 ,0.22 
北京现代汽车有限公司,BH7162MY,伊兰特,MT5,1599,10.00 ,6.00 ,7.10 ,0.20 
北京现代汽车有限公司,BH7164AW,悦动,AT4,1599,10.71,5.62,7.10 ,0.19 
北京现代汽车有限公司,BH7164AX,悦动,AT4,1599,9.77,5.98,7.10 ,0.19 
北京现代汽车有限公司,BH7164AY,悦动,AT4,1599,8.56,6.27,7.10 ,0.19 
北京现代汽车有限公司,BH7164MW,悦动,MT5,1599,9.71,5.30,6.70 ,0.16 
北京现代汽车有限公司,BH7164MX,悦动,MT5,1599,9.03,5.55,6.70 ,0.16 
北京现代汽车有限公司,BH7164MY,悦动,MT5,1599,8.87,5.49,6.70 ,0.16 
北京现代汽车有限公司,BH7180AW,伊兰特,AT4,1795,13.60,7.30,9.60 ,0.33 
北京现代汽车有限公司,BH7180AX,伊兰特,AT4,1795,13.02,7.03,9.25 ,0.31 
北京现代汽车有限公司,BH7180AY,伊兰特,AT4,1795,13.62,6.68,9.00 ,0.30 
北京现代汽车有限公司,BH7180MX,伊兰特,MT5,1795,11.35,6.46,8.26 ,0.24 
北京现代汽车有限公司,BH7180MY,伊兰特,MT5,1795,11.08,6.49,7.90 ,0.22 
北京现代汽车有限公司,BH7182AW,悦动,AT4,1795,10.93,5.42,7.50 ,0.18 
北京现代汽车有限公司,BH7182AX,悦动,AT4,1795,10.82,6.02,7.50 ,0.18 
北京现代汽车有限公司,BH7182AY,悦动,AT4,1795,10.48,5.78,7.50 ,0.18 
北京现代汽车有限公司,BH7182MW,悦动,MT5,1795,10.62,5.53,7.50 ,0.18 
北京现代汽车有限公司,BH7182MX,悦动,MT5,1795,10.26,5.87,7.50 ,0.18 
北京现代汽车有限公司,BH7182MY,悦动,MT5,1795,10.18,5.92,7.50 ,0.18 
